dep;clage_vacsi;jour;n_dose1;n_cum_dose1
53;49;2021-01-15;39;188
53;49;2021-01-16;11;199
53;49;2021-01-17;2;201
53;49;2021-01-18;30;231
53;49;2021-01-19;25;256
53;49;2021-01-20;36;292
53;49;2021-01-21;20;312
53;49;2021-01-22;29;341
53;49;2021-01-23;3;344
53;49;2021-01-25;12;356
53;49;2021-01-26;37;393
53;49;2021-01-27;15;408
53;59;2021-01-07;46;46
53;59;2021-01-08;91;137
53;59;2021-01-09;90;227
53;59;2021-01-10;8;235
53;59;2021-01-11;68;303
53;59;2021-01-12;82;385
53;59;2021-01-13;76;461
53;59;2021-01-14;124;585
53;59;2021-01-15;106;691
53;59;2021-01-16;25;716
53;59;2021-01-17;6;722
53;59;2021-01-18;66;788
53;59;2021-01-19;77;865
53;59;2021-01-20;82;947
53;59;2021-01-21;71;1018
53;59;2021-01-22;64;1082
53;59;2021-01-23;1;1083
53;59;2021-01-25;11;1094
53;59;2021-01-26;60;1154
53;59;2021-01-27;35;1189
53;64;2021-01-07;18;18
53;64;2021-01-08;25;43
53;64;2021-01-09;22;65
53;64;2021-01-11;18;83
53;64;2021-01-12;24;107
53;64;2021-01-13;40;147
53;64;2021-01-14;31;178
53;64;2021-01-15;34;212
53;64;2021-01-16;12;224
53;64;2021-01-17;6;230
53;64;2021-01-18;23;253
53;64;2021-01-19;23;276
53;64;2021-01-20;21;297
53;64;2021-01-21;28;325
53;64;2021-01-22;27;352
53;64;2021-01-23;3;355
53;64;2021-01-25;10;365
53;64;2021-01-26;18;383
53;64;2021-01-27;27;410
53;69;2021-01-07;4;4
53;69;2021-01-08;14;18
53;69;2021-01-09;8;26
53;69;2021-01-10;1;27
53;69;2021-01-11;7;34
53;69;2021-01-12;24;58
53;69;2021-01-13;14;72
53;69;2021-01-14;11;83
53;69;2021-01-15;19;102
53;69;2021-01-16;5;107
53;69;2021-01-17;5;112
53;69;2021-01-18;8;120
53;69;2021-01-19;25;145
53;69;2021-01-20;15;160
53;69;2021-01-21;16;176
53;69;2021-01-22;14;190
53;69;2021-01-25;13;203
53;69;2021-01-26;24;227
53;69;2021-01-27;17;244
53;74;2021-01-07;3;3
53;74;2021-01-08;7;10
53;74;2021-01-09;3;13
53;74;2021-01-10;1;14
53;74;2021-01-11;4;18
53;74;2021-01-12;19;37
53;74;2021-01-13;14;51
53;74;2021-01-14;13;64
53;74;2021-01-15;10;74
53;74;2021-01-16;1;75
53;74;2021-01-17;1;76
53;74;2021-01-18;6;82
53;74;2021-01-19;23;105
53;74;2021-01-20;18;123
53;74;2021-01-21;22;145
53;74;2021-01-22;16;161
53;74;2021-01-23;4;165
53;74;2021-01-25;16;181
53;74;2021-01-26;46;227
53;74;2021-01-27;23;250
53;79;2021-01-07;1;1
53;79;2021-01-08;5;6
53;79;2021-01-09;1;7
53;79;2021-01-11;2;9
53;79;2021-01-12;27;36
53;79;2021-01-13;1;37
53;79;2021-01-14;5;42
53;79;2021-01-15;13;55
53;79;2021-01-18;78;133
53;79;2021-01-19;109;242
53;79;2021-01-20;101;343
53;79;2021-01-21;130;473
53;79;2021-01-22;135;608
53;79;2021-01-23;66;674
53;79;2021-01-24;1;675
53;79;2021-01-25;164;839
53;79;2021-01-26;224;1063
53;79;2021-01-27;166;1229
53;80;2021-01-08;130;130
53;80;2021-01-11;22;152
53;80;2021-01-12;252;404
53;80;2021-01-13;83;487
53;80;2021-01-14;51;538
53;80;2021-01-15;104;642
53;80;2021-01-16;1;643
53;80;2021-01-18;135;778
53;80;2021-01-19;251;1029
53;80;2021-01-20;442;1471
53;80;2021-01-21;452;1923
53;80;2021-01-22;386;2309
53;80;2021-01-23;82;2391
53;80;2021-01-24;5;2396
53;80;2021-01-25;312;2708
53;80;2021-01-26;681;3389
53;80;2021-01-27;393;3782
54;0;2020-12-31;9;9
54;0;2021-01-04;152;161
54;0;2021-01-05;377;538
54;0;2021-01-06;633;1171
54;0;2021-01-07;753;1924
54;0;2021-01-08;629;2553
54;0;2021-01-09;80;2633
54;0;2021-01-10;77;2710
54;0;2021-01-11;901;3611
54;0;2021-01-12;1068;4679
54;0;2021-01-13;2061;6740
54;0;2021-01-14;2527;9267
54;0;2021-01-15;2150;11417
54;0;2021-01-16;635;12052
54;0;2021-01-17;205;12257
54;0;2021-01-18;1416;13673
54;0;2021-01-19;1487;15160
54;0;2021-01-20;1236;16396
54;0;2021-01-21;1137;17533
54;0;2021-01-22;887;18420
54;0;2021-01-23;309;18729
54;0;2021-01-24;64;18793
54;0;2021-01-25;612;19405
54;0;2021-01-26;115;19520
54;0;2021-01-27;9;19529
54;24;2021-01-04;1;1
54;24;2021-01-05;3;4
54;24;2021-01-06;9;13
54;24;2021-01-07;45;58
54;24;2021-01-08;15;73
54;24;2021-01-11;11;84
54;24;2021-01-12;13;97
54;24;2021-01-13;17;114
54;24;2021-01-14;20;134
54;24;2021-01-15;25;159
54;24;2021-01-18;6;165
54;24;2021-01-19;2;167
54;24;2021-01-20;6;173
54;24;2021-01-21;7;180
54;24;2021-01-24;1;181
54;24;2021-01-25;2;183
54;29;2021-01-04;4;4
54;29;2021-01-05;14;18
54;29;2021-01-06;20;38
54;29;2021-01-07;43;81
54;29;2021-01-08;25;106
54;29;2021-01-09;1;107
54;29;2021-01-10;3;110
54;29;2021-01-11;27;137
54;29;2021-01-12;28;165
54;29;2021-01-13;36;201
54;29;2021-01-14;35;236
54;29;2021-01-15;50;286
54;29;2021-01-16;6;292
54;29;2021-01-18;14;306
54;29;2021-01-19;9;315
54;29;2021-01-20;16;331
54;29;2021-01-21;7;338
54;29;2021-01-22;3;341
54;29;2021-01-25;7;348
54;29;2021-01-26;1;349
54;39;2021-01-04;4;4
54;39;2021-01-05;40;44
54;39;2021-01-06;49;93
54;39;2021-01-07;92;185
54;39;2021-01-08;58;243
54;39;2021-01-09;4;247
54;39;2021-01-10;4;251
54;39;2021-01-11;76;327
54;39;2021-01-12;85;412
54;39;2021-01-13;110;522
54;39;2021-01-14;91;613
54;39;2021-01-15;117;730
54;39;2021-01-16;25;755
54;39;2021-01-17;3;758
54;39;2021-01-18;43;801
54;39;2021-01-19;30;831
54;39;2021-01-20;45;876
54;39;2021-01-21;54;930
54;39;2021-01-22;26;956
54;39;2021-01-23;5;961
54;39;2021-01-24;2;963
54;39;2021-01-25;16;979
54;39;2021-01-26;4;983
54;39;2021-01-27;0;983
54;49;2021-01-04;16;16
54;49;2021-01-05;38;54
54;49;2021-01-06;77;131
54;49;2021-01-07;102;233
54;49;2021-01-08;75;308
54;49;2021-01-09;2;310
54;49;2021-01-10;9;319
54;49;2021-01-11;108;427
54;49;2021-01-12;130;557
54;49;2021-01-13;109;666
54;49;2021-01-14;167;833
54;49;2021-01-15;185;1018
54;49;2021-01-16;31;1049
54;49;2021-01-18;51;1100
54;49;2021-01-19;33;1133
54;49;2021-01-20;38;1171
54;49;2021-01-21;46;1217
54;49;2021-01-22;32;1249
54;49;2021-01-23;10;1259
54;49;2021-01-25;19;1278
54;49;2021-01-26;7;1285
54;49;2021-01-27;0;1285
54;59;2020-12-31;4;4
54;59;2021-01-04;92;96
54;59;2021-01-05;182;278
54;59;2021-01-06;312;590
54;59;2021-01-07;244;834
54;59;2021-01-08;263;1097
54;59;2021-01-09;25;1122
54;59;2021-01-10;37;1159
54;59;2021-01-11;403;1562
54;59;2021-01-12;337;1899
54;59;2021-01-13;351;2250
54;59;2021-01-14;295;2545
54;59;2021-01-15;334;2879
54;59;2021-01-16;97;2976
54;59;2021-01-17;13;2989
54;59;2021-01-18;144;3133
54;59;2021-01-19;136;3269
54;59;2021-01-20;151;3420
54;59;2021-01-21;119;3539
54;59;2021-01-22;71;3610
54;59;2021-01-23;28;3638
54;59;2021-01-24;16;3654
54;59;2021-01-25;50;3704
54;59;2021-01-26;10;3714
54;59;2021-01-27;2;3716
54;64;2020-12-31;3;3
54;64;2021-01-04;18;21
54;64;2021-01-05;57;78
54;64;2021-01-06;113;191
54;64;2021-01-07;97;288
54;64;2021-01-08;93;381
54;64;2021-01-09;13;394
54;64;2021-01-10;9;403
54;64;2021-01-11;122;525
54;64;2021-01-12;116;641
54;64;2021-01-13;124;765
54;64;2021-01-14;142;907
54;64;2021-01-15;116;1023
54;64;2021-01-16;43;1066
54;64;2021-01-17;8;1074
54;64;2021-01-18;70;1144
54;64;2021-01-19;68;1212
54;64;2021-01-20;71;1283
54;64;2021-01-21;43;1326
54;64;2021-01-22;31;1357
54;64;2021-01-23;10;1367
54;64;2021-01-24;8;1375
54;64;2021-01-25;31;1406
54;64;2021-01-26;6;1412
54;64;2021-01-27;0;1412
54;69;2020-12-31;2;2
54;69;2021-01-04;5;7
54;69;2021-01-05;26;33
54;69;2021-01-06;33;66
54;69;2021-01-07;40;106
54;69;2021-01-08;38;144
54;69;2021-01-09;17;161
54;69;2021-01-10;4;165
54;69;2021-01-11;66;231
54;69;2021-01-12;50;281
54;69;2021-01-13;60;341
54;69;2021-01-14;97;438
54;69;2021-01-15;68;506
54;69;2021-01-16;22;528
54;69;2021-01-17;3;531
54;69;2021-01-18;56;587
54;69;2021-01-19;52;639
54;69;2021-01-20;34;673
54;69;2021-01-21;35;708
54;69;2021-01-22;29;737
54;69;2021-01-23;9;746
54;69;2021-01-24;3;749
54;69;2021-01-25;29;778
54;69;2021-01-26;4;782
54;69;2021-01-27;1;783
54;74;2021-01-04;4;4
54;74;2021-01-05;10;14
54;74;2021-01-06;16;30
54;74;2021-01-07;18;48
54;74;2021-01-08;24;72
54;74;2021-01-09;9;81
54;74;2021-01-10;7;88
54;74;2021-01-11;34;122
54;74;2021-01-12;34;156
54;74;2021-01-13;56;212
54;74;2021-01-14;79;291
54;74;2021-01-15;81;372
54;74;2021-01-16;35;407
54;74;2021-01-17;5;412
54;74;2021-01-18;77;489
54;74;2021-01-19;77;566
54;74;2021-01-20;49;615
54;74;2021-01-21;33;648
54;74;2021-01-22;36;684
54;74;2021-01-23;15;699
54;74;2021-01-24;1;700
54;74;2021-01-25;20;720
54;74;2021-01-26;1;721
54;74;2021-01-27;1;722
54;79;2021-01-04;3;3
54;79;2021-01-05;5;8
54;79;2021-01-06;3;11
54;79;2021-01-07;13;24
54;79;2021-01-08;12;36
54;79;2021-01-09;7;43
54;79;2021-01-10;3;46
54;79;2021-01-11;31;77
54;79;2021-01-12;89;166
54;79;2021-01-13;296;462
54;79;2021-01-14;394;856
54;79;2021-01-15;357;1213
54;79;2021-01-16;104;1317
54;79;2021-01-17;55;1372
54;79;2021-01-18;377;1749
54;79;2021-01-19;424;2173
54;79;2021-01-20;357;2530
54;79;2021-01-21;291;2821
54;79;2021-01-22;230;3051
54;79;2021-01-23;42;3093
54;79;2021-01-24;12;3105
54;79;2021-01-25;141;3246
54;79;2021-01-26;17;3263
54;79;2021-01-27;1;3264
54;80;2021-01-04;5;5
54;80;2021-01-05;2;7
54;80;2021-01-06;1;8
54;80;2021-01-07;59;67
54;80;2021-01-08;26;93
54;80;2021-01-09;2;95
54;80;2021-01-10;1;96
54;80;2021-01-11;23;119
54;80;2021-01-12;186;305
54;80;2021-01-13;902;1207
54;80;2021-01-14;1207;2414
54;80;2021-01-15;816;3230
54;80;2021-01-16;272;3502
54;80;2021-01-17;118;3620
54;80;2021-01-18;578;4198
54;80;2021-01-19;656;4854
54;80;2021-01-20;469;5323
54;80;2021-01-21;502;5825
54;80;2021-01-22;429;6254
54;80;2021-01-23;190;6444
54;80;2021-01-24;21;6465
54;80;2021-01-25;297;6762
54;80;2021-01-26;65;6827
54;80;2021-01-27;4;6831
55;0;2021-01-07;122;122
55;0;2021-01-08;127;249
55;0;2021-01-09;51;300
55;0;2021-01-11;124;424
55;0;2021-01-12;119;543
55;0;2021-01-13;128;671
55;0;2021-01-14;566;1237
55;0;2021-01-15;226;1463
55;0;2021-01-16;56;1519
55;0;2021-01-17;1;1520
55;0;2021-01-18;410;1930
55;0;2021-01-19;344;2274
55;0;2021-01-20;440;2714
55;0;2021-01-21;427;3141
55;0;2021-01-22;390;3531
55;0;2021-01-23;1;3532
55;0;2021-01-25;433;3965
55;0;2021-01-26;418;4383
55;0;2021-01-27;421;4804
55;24;2021-01-14;2;2
55;24;2021-01-15;1;3
55;24;2021-01-16;1;4
55;24;2021-01-18;1;5
55;24;2021-01-21;2;7
55;24;2021-01-22;1;8
55;24;2021-01-25;1;9
55;29;2021-01-08;2;2
55;29;2021-01-11;2;4
55;29;2021-01-14;5;9
55;29;2021-01-15;4;13
55;29;2021-01-18;6;19
55;29;2021-01-19;3;22
55;29;2021-01-20;1;23
55;29;2021-01-21;1;24
55;29;2021-01-22;1;25
55;29;2021-01-26;1;26
55;39;2021-01-09;3;3
55;39;2021-01-11;3;6
55;39;2021-01-12;1;7
55;39;2021-01-13;2;9
55;39;2021-01-14;17;26
55;39;2021-01-15;18;44
55;39;2021-01-16;2;46
55;39;2021-01-18;10;56
55;39;2021-01-19;6;62
55;39;2021-01-20;4;66
55;39;2021-01-21;9;75
55;39;2021-01-22;3;78
55;39;2021-01-25;7;85
55;39;2021-01-26;1;86
55;39;2021-01-27;3;89
55;49;2021-01-07;1;1
55;49;2021-01-08;2;3
55;49;2021-01-09;1;4
55;49;2021-01-11;8;12
55;49;2021-01-12;9;21
55;49;2021-01-13;5;26
55;49;2021-01-14;27;53
55;49;2021-01-15;20;73
55;49;2021-01-16;5;78
55;49;2021-01-18;29;107
55;49;2021-01-19;9;116
55;49;2021-01-20;6;122
55;49;2021-01-21;9;131
55;49;2021-01-22;10;141
55;49;2021-01-23;1;142
55;49;2021-01-25;11;153
55;49;2021-01-26;7;160
55;49;2021-01-27;8;168
55;59;2021-01-07;16;16
55;59;2021-01-08;28;44
55;59;2021-01-09;5;49
55;59;2021-01-11;39;88
55;59;2021-01-12;45;133
55;59;2021-01-13;36;169
55;59;2021-01-14;92;261
55;59;2021-01-15;44;305
55;59;2021-01-16;4;309
55;59;2021-01-18;40;349
55;59;2021-01-19;41;390
55;59;2021-01-20;28;418
55;59;2021-01-21;31;449
55;59;2021-01-22;50;499
55;59;2021-01-25;35;534
55;59;2021-01-26;22;556
55;59;2021-01-27;26;582
55;64;2021-01-07;9;9
55;64;2021-01-08;11;20
55;64;2021-01-09;7;27
55;64;2021-01-11;17;44
55;64;2021-01-12;6;50
55;64;2021-01-13;11;61
55;64;2021-01-14;37;98
55;64;2021-01-15;23;121
55;64;2021-01-16;4;125
55;64;2021-01-18;11;136
55;64;2021-01-19;11;147
55;64;2021-01-20;14;161
55;64;2021-01-21;15;176
55;64;2021-01-22;12;188
55;64;2021-01-25;16;204
55;64;2021-01-26;8;212
55;64;2021-01-27;6;218
55;69;2021-01-07;7;7
55;69;2021-01-08;12;19
55;69;2021-01-09;4;23
55;69;2021-01-11;7;30
55;69;2021-01-12;6;36
55;69;2021-01-13;6;42
55;69;2021-01-14;30;72
55;69;2021-01-15;13;85
55;69;2021-01-16;6;91
55;69;2021-01-18;11;102
55;69;2021-01-19;13;115
55;69;2021-01-20;10;125
55;69;2021-01-21;17;142
55;69;2021-01-22;17;159
55;69;2021-01-25;19;178
55;69;2021-01-26;10;188
55;69;2021-01-27;12;200
55;74;2021-01-07;12;12
55;74;2021-01-08;11;23
55;74;2021-01-09;4;27
55;74;2021-01-11;6;33
55;74;2021-01-12;8;41
55;74;2021-01-13;5;46
55;74;2021-01-14;37;83
55;74;2021-01-15;15;98
55;74;2021-01-16;11;109
55;74;2021-01-18;11;120
55;74;2021-01-19;9;129
55;74;2021-01-20;39;168
55;74;2021-01-21;19;187
55;74;2021-01-22;15;202
55;74;2021-01-25;15;217
55;74;2021-01-26;14;231
55;74;2021-01-27;19;250
55;79;2021-01-07;9;9
55;79;2021-01-08;2;11
55;79;2021-01-09;4;15
55;79;2021-01-11;8;23
55;79;2021-01-12;9;32
55;79;2021-01-13;8;40
55;79;2021-01-14;33;73
55;79;2021-01-15;10;83
55;79;2021-01-16;4;87
55;79;2021-01-18;108;195
55;79;2021-01-19;103;298
55;79;2021-01-20;130;428
55;79;2021-01-21;117;545
55;79;2021-01-22;108;653
55;79;2021-01-25;117;770
55;79;2021-01-26;128;898
55;79;2021-01-27;97;995
55;80;2021-01-07;68;68
55;80;2021-01-08;59;127
55;80;2021-01-09;23;150
55;80;2021-01-11;34;184
55;80;2021-01-12;35;219
55;80;2021-01-13;55;274
55;80;2021-01-14;286;560
55;80;2021-01-15;78;638
55;80;2021-01-16;19;657
55;80;2021-01-17;1;658
55;80;2021-01-18;183;841
55;80;2021-01-19;149;990
55;80;2021-01-20;208;1198
55;80;2021-01-21;207;1405
55;80;2021-01-22;173;1578
55;80;2021-01-25;212;1790
55;80;2021-01-26;227;2017
55;80;2021-01-27;250;2267
56;0;2021-01-05;1;1
56;0;2021-01-07;196;197
56;0;2021-01-08;118;315
56;0;2021-01-09;1;316
56;0;2021-01-11;242;558
56;0;2021-01-12;600;1158
56;0;2021-01-13;579;1737
56;0;2021-01-14;814;2551
56;0;2021-01-15;736;3287
56;0;2021-01-16;232;3519
56;0;2021-01-17;26;3545
56;0;2021-01-18;887;4432
56;0;2021-01-19;754;5186
56;0;2021-01-20;876;6062
56;0;2021-01-21;1211;7273
56;0;2021-01-22;1109;8382
56;0;2021-01-23;317;8699
56;0;2021-01-24;5;8704
56;0;2021-01-25;808;9512
56;0;2021-01-26;1023;10535
56;0;2021-01-27;1068;11603
56;24;2021-01-11;1;1
56;24;2021-01-14;6;7
56;24;2021-01-15;2;9
56;24;2021-01-16;1;10
56;24;2021-01-18;3;13
56;24;2021-01-20;1;14
56;24;2021-01-21;2;16
56;24;2021-01-22;2;18
56;24;2021-01-25;1;19
56;24;2021-01-26;1;20
56;24;2021-01-27;2;22
56;29;2021-01-11;4;4
56;29;2021-01-12;2;6
56;29;2021-01-13;3;9
56;29;2021-01-14;8;17
56;29;2021-01-15;5;22
56;29;2021-01-18;5;27
56;29;2021-01-20;2;29
56;29;2021-01-21;3;32
56;29;2021-01-22;3;35
56;29;2021-01-23;1;36
56;29;2021-01-25;2;38
56;29;2021-01-27;3;41
56;39;2021-01-07;2;2
56;39;2021-01-08;6;8
56;39;2021-01-11;4;12
56;39;2021-01-12;25;37
56;39;2021-01-13;14;51
56;39;2021-01-14;23;74
56;39;2021-01-15;35;109
56;39;2021-01-16;6;115
56;39;2021-01-18;9;124
56;39;2021-01-19;8;132
56;39;2021-01-20;4;136
56;39;2021-01-21;17;153
56;39;2021-01-22;28;181
56;39;2021-01-23;1;182
56;39;2021-01-25;13;195
56;39;2021-01-26;6;201
56;39;2021-01-27;8;209
56;49;2021-01-07;8;8
56;49;2021-01-08;7;15
56;49;2021-01-11;13;28
56;49;2021-01-12;47;75
56;49;2021-01-13;41;116
56;49;2021-01-14;78;194
56;49;2021-01-15;80;274
56;49;2021-01-16;23;297
56;49;2021-01-18;33;330
56;49;2021-01-19;17;347
56;49;2021-01-20;17;364
56;49;2021-01-21;39;403
56;49;2021-01-22;51;454
56;49;2021-01-23;4;458
56;49;2021-01-25;35;493
56;49;2021-01-26;13;506
56;49;2021-01-27;16;522
56;59;2021-01-07;56;56
56;59;2021-01-08;66;122
56;59;2021-01-11;98;220
56;59;2021-01-12;223;443
56;59;2021-01-13;222;665
56;59;2021-01-14;301;966
56;59;2021-01-15;347;1313
56;59;2021-01-16;119;1432
56;59;2021-01-17;1;1433
56;59;2021-01-18;159;1592
56;59;2021-01-19;103;1695
56;59;2021-01-20;136;1831
56;59;2021-01-21;164;1995
56;59;2021-01-22;141;2136
56;59;2021-01-23;35;2171
56;59;2021-01-24;1;2172
56;59;2021-01-25;110;2282
56;59;2021-01-26;86;2368
56;59;2021-01-27;71;2439
56;64;2021-01-05;1;1
56;64;2021-01-07;36;37
56;64;2021-01-08;27;64
56;64;2021-01-11;33;97
56;64;2021-01-12;83;180
56;64;2021-01-13;84;264
56;64;2021-01-14;117;381
56;64;2021-01-15;104;485
56;64;2021-01-16;34;519
56;64;2021-01-18;52;571
56;64;2021-01-19;33;604
56;64;2021-01-20;46;650
56;64;2021-01-21;45;695
56;64;2021-01-22;53;748
56;64;2021-01-23;12;760
56;64;2021-01-25;44;804
56;64;2021-01-26;40;844
56;64;2021-01-27;35;879
56;69;2021-01-07;19;19
56;69;2021-01-08;10;29
56;69;2021-01-11;16;45
56;69;2021-01-12;28;73
56;69;2021-01-13;37;110
56;69;2021-01-14;51;161
56;69;2021-01-15;42;203
56;69;2021-01-16;22;225
56;69;2021-01-18;22;247
56;69;2021-01-19;18;265
56;69;2021-01-20;19;284
56;69;2021-01-21;25;309
56;69;2021-01-22;36;345
56;69;2021-01-23;10;355
56;69;2021-01-24;1;356
56;69;2021-01-25;31;387
56;69;2021-01-26;28;415
56;69;2021-01-27;33;448
56;74;2021-01-07;11;11
56;74;2021-01-08;2;13
56;74;2021-01-11;5;18
56;74;2021-01-12;24;42
56;74;2021-01-13;22;64
56;74;2021-01-14;33;97
56;74;2021-01-15;18;115
56;74;2021-01-16;6;121
56;74;2021-01-18;17;138
56;74;2021-01-19;21;159
56;74;2021-01-20;30;189
56;74;2021-01-21;43;232
56;74;2021-01-22;37;269
56;74;2021-01-23;11;280
56;74;2021-01-25;40;320
56;74;2021-01-26;40;360
56;74;2021-01-27;41;401
56;79;2021-01-07;13;13
56;79;2021-01-11;5;18
56;79;2021-01-12;18;36
56;79;2021-01-13;21;57
56;79;2021-01-14;19;76
56;79;2021-01-15;15;91
56;79;2021-01-16;8;99
56;79;2021-01-17;5;104
56;79;2021-01-18;241;345
56;79;2021-01-19;159;504
56;79;2021-01-20;231;735
56;79;2021-01-21;271;1006
56;79;2021-01-22;296;1302
56;79;2021-01-23;95;1397
56;79;2021-01-25;218;1615
56;79;2021-01-26;341;1956
56;79;2021-01-27;288;2244
56;80;2021-01-07;51;51
56;80;2021-01-09;1;52
56;80;2021-01-11;63;115
56;80;2021-01-12;150;265
56;80;2021-01-13;135;400
56;80;2021-01-14;178;578
56;80;2021-01-15;88;666
56;80;2021-01-16;13;679
56;80;2021-01-17;20;699
56;80;2021-01-18;346;1045
56;80;2021-01-19;395;1440
56;80;2021-01-20;390;1830
56;80;2021-01-21;602;2432
56;80;2021-01-22;462;2894
56;80;2021-01-23;148;3042
56;80;2021-01-24;3;3045
56;80;2021-01-25;314;3359
56;80;2021-01-26;468;3827
56;80;2021-01-27;571;4398
57;0;2021-01-04;12;12
57;0;2021-01-05;198;210
57;0;2021-01-06;219;429
57;0;2021-01-07;553;982
57;0;2021-01-08;493;1475
57;0;2021-01-09;141;1616
57;0;2021-01-10;70;1686
57;0;2021-01-11;445;2131
57;0;2021-01-12;610;2741
57;0;2021-01-13;688;3429
57;0;2021-01-14;614;4043
57;0;2021-01-15;572;4615
57;0;2021-01-16;416;5031
57;0;2021-01-17;469;5500
57;0;2021-01-18;2593;8093
57;0;2021-01-19;2491;10584
57;0;2021-01-20;2552;13136
57;0;2021-01-21;1676;14812
57;0;2021-01-22;1269;16081
57;0;2021-01-23;542;16623
57;0;2021-01-25;861;17484
57;0;2021-01-26;1074;18558
57;0;2021-01-27;998;19556
57;24;2021-01-07;3;3
57;24;2021-01-11;4;7
57;24;2021-01-12;2;9
57;24;2021-01-13;2;11
57;24;2021-01-14;3;14
57;24;2021-01-16;2;16
57;24;2021-01-17;5;21
57;24;2021-01-18;14;35
57;24;2021-01-19;17;52
57;24;2021-01-20;12;64
57;24;2021-01-21;11;75
57;24;2021-01-22;4;79
57;24;2021-01-23;1;80
57;24;2021-01-25;1;81
57;24;2021-01-26;1;82
57;24;2021-01-27;3;85
57;29;2021-01-07;2;2
57;29;2021-01-08;2;4
57;29;2021-01-11;2;6
57;29;2021-01-12;2;8
57;29;2021-01-13;8;16
57;29;2021-01-14;7;23
57;29;2021-01-15;3;26
57;29;2021-01-16;4;30
57;29;2021-01-17;3;33
57;29;2021-01-18;37;70
57;29;2021-01-19;39;109
57;29;2021-01-20;35;144
57;29;2021-01-21;10;154
57;29;2021-01-22;6;160
57;29;2021-01-23;6;166
57;29;2021-01-25;4;170
57;29;2021-01-26;5;175
57;29;2021-01-27;4;179
57;39;2021-01-05;2;2
57;39;2021-01-06;10;12
57;39;2021-01-07;12;24
57;39;2021-01-08;9;33
57;39;2021-01-09;3;36
57;39;2021-01-10;3;39
57;39;2021-01-11;21;60
57;39;2021-01-12;22;82
57;39;2021-01-13;29;111
57;39;2021-01-14;24;135
57;39;2021-01-15;25;160
57;39;2021-01-16;12;172
57;39;2021-01-17;16;188
57;39;2021-01-18;86;274
57;39;2021-01-19;147;421
57;39;2021-01-20;103;524
57;39;2021-01-21;58;582
57;39;2021-01-22;30;612
57;39;2021-01-23;22;634
57;39;2021-01-25;14;648
57;39;2021-01-26;24;672
57;39;2021-01-27;18;690
57;49;2021-01-05;8;8
57;49;2021-01-06;17;25
57;49;2021-01-07;22;47
57;49;2021-01-08;15;62
57;49;2021-01-09;7;69
57;49;2021-01-10;3;72
57;49;2021-01-11;32;104
57;49;2021-01-12;43;147
57;49;2021-01-13;47;194
57;49;2021-01-14;39;233
57;49;2021-01-15;61;294
57;49;2021-01-16;11;305
57;49;2021-01-17;23;328
57;49;2021-01-18;117;445
57;49;2021-01-19;162;607
57;49;2021-01-20;135;742
57;49;2021-01-21;123;865
57;49;2021-01-22;63;928
57;49;2021-01-23;35;963
57;49;2021-01-25;35;998
57;49;2021-01-26;44;1042
57;49;2021-01-27;44;1086
57;59;2021-01-04;2;2
57;59;2021-01-05;128;130
57;59;2021-01-06;127;257
57;59;2021-01-07;249;506
57;59;2021-01-08;221;727
57;59;2021-01-09;62;789
57;59;2021-01-10;14;803
57;59;2021-01-11;212;1015
57;59;2021-01-12;284;1299
57;59;2021-01-13;338;1637
57;59;2021-01-14;283;1920
57;59;2021-01-15;209;2129
57;59;2021-01-16;66;2195
57;59;2021-01-17;43;2238
57;59;2021-01-18;362;2600
57;59;2021-01-19;426;3026
57;59;2021-01-20;369;3395
57;59;2021-01-21;248;3643
57;59;2021-01-22;150;3793
57;59;2021-01-23;33;3826
57;59;2021-01-25;76;3902
57;59;2021-01-26;92;3994
57;59;2021-01-27;78;4072
57;64;2021-01-05;46;46
57;64;2021-01-06;40;86
57;64;2021-01-07;117;203
57;64;2021-01-08;121;324
57;64;2021-01-09;36;360
57;64;2021-01-10;17;377
57;64;2021-01-11;99;476
57;64;2021-01-12;141;617
57;64;2021-01-13;130;747
57;64;2021-01-14;131;878
57;64;2021-01-15;105;983
57;64;2021-01-16;43;1026
57;64;2021-01-17;17;1043
57;64;2021-01-18;139;1182
57;64;2021-01-19;168;1350
57;64;2021-01-20;170;1520
57;64;2021-01-21;80;1600
57;64;2021-01-22;77;1677
57;64;2021-01-23;16;1693
57;64;2021-01-25;33;1726
57;64;2021-01-26;41;1767
57;64;2021-01-27;45;1812
57;69;2021-01-05;12;12
57;69;2021-01-06;17;29
57;69;2021-01-07;48;77
57;69;2021-01-08;55;132
57;69;2021-01-09;22;154
57;69;2021-01-10;16;170
57;69;2021-01-11;41;211
57;69;2021-01-12;49;260
57;69;2021-01-13;45;305
57;69;2021-01-14;37;342
57;69;2021-01-15;53;395
57;69;2021-01-16;21;416
57;69;2021-01-17;18;434
57;69;2021-01-18;113;547
57;69;2021-01-19;91;638
57;69;2021-01-20;123;761
57;69;2021-01-21;62;823
57;69;2021-01-22;52;875
57;69;2021-01-23;15;890
57;69;2021-01-25;43;933
57;69;2021-01-26;52;985
57;69;2021-01-27;43;1028
57;74;2021-01-04;1;1
57;74;2021-01-05;2;3
57;74;2021-01-06;8;11
57;74;2021-01-07;27;38
57;74;2021-01-08;34;72
57;74;2021-01-09;8;80
57;74;2021-01-10;15;95
57;74;2021-01-11;15;110
57;74;2021-01-12;27;137
57;74;2021-01-13;26;163
