dep;sexe;jour;n_dose1;n_cum_dose1
2A;1;2021-01-20;157;907
2A;1;2021-01-21;181;1088
2A;1;2021-01-22;171;1259
2A;1;2021-01-23;84;1343
2A;1;2021-01-24;58;1401
2A;1;2021-01-25;78;1479
2A;1;2021-01-26;185;1664
2A;1;2021-01-27;150;1814
2A;2;2021-01-06;2;2
2A;2;2021-01-07;69;71
2A;2;2021-01-08;47;118
2A;2;2021-01-09;26;144
2A;2;2021-01-10;21;165
2A;2;2021-01-11;24;189
2A;2;2021-01-12;34;223
2A;2;2021-01-13;52;275
2A;2;2021-01-14;93;368
2A;2;2021-01-15;90;458
2A;2;2021-01-16;88;546
2A;2;2021-01-17;21;567
2A;2;2021-01-18;94;661
2A;2;2021-01-19;261;922
2A;2;2021-01-20;184;1106
2A;2;2021-01-21;257;1363
2A;2;2021-01-22;191;1554
2A;2;2021-01-23;99;1653
2A;2;2021-01-24;57;1710
2A;2;2021-01-25;101;1811
2A;2;2021-01-26;203;2014
2A;2;2021-01-27;160;2174
2B;0;2021-01-04;2;2
2B;0;2021-01-06;48;50
2B;0;2021-01-07;205;255
2B;0;2021-01-08;189;444
2B;0;2021-01-09;37;481
2B;0;2021-01-11;74;555
2B;0;2021-01-12;122;677
2B;0;2021-01-13;93;770
2B;0;2021-01-14;72;842
2B;0;2021-01-15;222;1064
2B;0;2021-01-16;40;1104
2B;0;2021-01-17;8;1112
2B;0;2021-01-18;268;1380
2B;0;2021-01-19;423;1803
2B;0;2021-01-20;456;2259
2B;0;2021-01-21;350;2609
2B;0;2021-01-22;339;2948
2B;0;2021-01-23;58;3006
2B;0;2021-01-24;29;3035
2B;0;2021-01-25;175;3210
2B;0;2021-01-26;383;3593
2B;0;2021-01-27;305;3898
2B;1;2021-01-06;23;23
2B;1;2021-01-07;84;107
2B;1;2021-01-08;84;191
2B;1;2021-01-09;24;215
2B;1;2021-01-11;38;253
2B;1;2021-01-12;59;312
2B;1;2021-01-13;38;350
2B;1;2021-01-14;32;382
2B;1;2021-01-15;92;474
2B;1;2021-01-16;21;495
2B;1;2021-01-17;2;497
2B;1;2021-01-18;151;648
2B;1;2021-01-19;171;819
2B;1;2021-01-20;196;1015
2B;1;2021-01-21;164;1179
2B;1;2021-01-22;171;1350
2B;1;2021-01-23;35;1385
2B;1;2021-01-24;19;1404
2B;1;2021-01-25;83;1487
2B;1;2021-01-26;200;1687
2B;1;2021-01-27;151;1838
2B;2;2021-01-04;2;2
2B;2;2021-01-06;25;27
2B;2;2021-01-07;121;148
2B;2;2021-01-08;105;253
2B;2;2021-01-09;13;266
2B;2;2021-01-11;36;302
2B;2;2021-01-12;63;365
2B;2;2021-01-13;55;420
2B;2;2021-01-14;40;460
2B;2;2021-01-15;130;590
2B;2;2021-01-16;19;609
2B;2;2021-01-17;6;615
2B;2;2021-01-18;117;732
2B;2;2021-01-19;252;984
2B;2;2021-01-20;260;1244
2B;2;2021-01-21;185;1429
2B;2;2021-01-22;168;1597
2B;2;2021-01-23;23;1620
2B;2;2021-01-24;10;1630
2B;2;2021-01-25;92;1722
2B;2;2021-01-26;183;1905
2B;2;2021-01-27;154;2059
30;0;2021-01-05;2;2
30;0;2021-01-06;126;128
30;0;2021-01-07;310;438
30;0;2021-01-08;528;966
30;0;2021-01-09;268;1234
30;0;2021-01-11;537;1771
30;0;2021-01-12;686;2457
30;0;2021-01-13;586;3043
30;0;2021-01-14;618;3661
30;0;2021-01-15;711;4372
30;0;2021-01-16;312;4684
30;0;2021-01-18;903;5587
30;0;2021-01-19;1636;7223
30;0;2021-01-20;1219;8442
30;0;2021-01-21;1206;9648
30;0;2021-01-22;1022;10670
30;0;2021-01-23;617;11287
30;0;2021-01-25;821;12108
30;0;2021-01-26;983;13091
30;0;2021-01-27;894;13985
30;1;2021-01-06;67;67
30;1;2021-01-07;133;200
30;1;2021-01-08;205;405
30;1;2021-01-09;131;536
30;1;2021-01-11;203;739
30;1;2021-01-12;259;998
30;1;2021-01-13;219;1217
30;1;2021-01-14;238;1455
30;1;2021-01-15;269;1724
30;1;2021-01-16;149;1873
30;1;2021-01-18;327;2200
30;1;2021-01-19;573;2773
30;1;2021-01-20;466;3239
30;1;2021-01-21;462;3701
30;1;2021-01-22;414;4115
30;1;2021-01-23;261;4376
30;1;2021-01-25;360;4736
30;1;2021-01-26;436;5172
30;1;2021-01-27;401;5573
30;2;2021-01-05;2;2
30;2;2021-01-06;59;61
30;2;2021-01-07;177;238
30;2;2021-01-08;322;560
30;2;2021-01-09;137;697
30;2;2021-01-11;334;1031
30;2;2021-01-12;427;1458
30;2;2021-01-13;366;1824
30;2;2021-01-14;378;2202
30;2;2021-01-15;442;2644
30;2;2021-01-16;163;2807
30;2;2021-01-18;576;3383
30;2;2021-01-19;1061;4444
30;2;2021-01-20;753;5197
30;2;2021-01-21;743;5940
30;2;2021-01-22;607;6547
30;2;2021-01-23;356;6903
30;2;2021-01-25;461;7364
30;2;2021-01-26;546;7910
30;2;2021-01-27;491;8401
31;0;2021-01-03;1;1
31;0;2021-01-04;2;3
31;0;2021-01-05;47;50
31;0;2021-01-06;206;256
31;0;2021-01-07;283;539
31;0;2021-01-08;537;1076
31;0;2021-01-09;267;1343
31;0;2021-01-10;281;1624
31;0;2021-01-11;821;2445
31;0;2021-01-12;1145;3590
31;0;2021-01-13;1097;4687
31;0;2021-01-14;1153;5840
31;0;2021-01-15;1011;6851
31;0;2021-01-16;239;7090
31;0;2021-01-17;133;7223
31;0;2021-01-18;1480;8703
31;0;2021-01-19;2741;11444
31;0;2021-01-20;3433;14877
31;0;2021-01-21;2731;17608
31;0;2021-01-22;2041;19649
31;0;2021-01-23;688;20337
31;0;2021-01-24;194;20531
31;0;2021-01-25;1657;22188
31;0;2021-01-26;1750;23938
31;0;2021-01-27;1449;25387
31;1;2021-01-03;1;1
31;1;2021-01-04;1;2
31;1;2021-01-05;13;15
31;1;2021-01-06;94;109
31;1;2021-01-07;108;217
31;1;2021-01-08;216;433
31;1;2021-01-09;116;549
31;1;2021-01-10;111;660
31;1;2021-01-11;304;964
31;1;2021-01-12;400;1364
31;1;2021-01-13;364;1728
31;1;2021-01-14;361;2089
31;1;2021-01-15;305;2394
31;1;2021-01-16;80;2474
31;1;2021-01-17;47;2521
31;1;2021-01-18;623;3144
31;1;2021-01-19;925;4069
31;1;2021-01-20;1140;5209
31;1;2021-01-21;992;6201
31;1;2021-01-22;832;7033
31;1;2021-01-23;297;7330
31;1;2021-01-24;72;7402
31;1;2021-01-25;685;8087
31;1;2021-01-26;716;8803
31;1;2021-01-27;627;9430
31;2;2021-01-04;1;1
31;2;2021-01-05;34;35
31;2;2021-01-06;112;147
31;2;2021-01-07;175;322
31;2;2021-01-08;321;643
31;2;2021-01-09;151;794
31;2;2021-01-10;170;964
31;2;2021-01-11;517;1481
31;2;2021-01-12;745;2226
31;2;2021-01-13;733;2959
31;2;2021-01-14;792;3751
31;2;2021-01-15;706;4457
31;2;2021-01-16;159;4616
31;2;2021-01-17;86;4702
31;2;2021-01-18;857;5559
31;2;2021-01-19;1815;7374
31;2;2021-01-20;2291;9665
31;2;2021-01-21;1738;11403
31;2;2021-01-22;1207;12610
31;2;2021-01-23;391;13001
31;2;2021-01-24;122;13123
31;2;2021-01-25;971;14094
31;2;2021-01-26;1034;15128
31;2;2021-01-27;821;15949
32;0;2021-01-04;2;2
32;0;2021-01-05;1;3
32;0;2021-01-06;2;5
32;0;2021-01-07;139;144
32;0;2021-01-08;69;213
32;0;2021-01-09;5;218
32;0;2021-01-11;7;225
32;0;2021-01-12;94;319
32;0;2021-01-13;309;628
32;0;2021-01-14;380;1008
32;0;2021-01-15;409;1417
32;0;2021-01-16;16;1433
32;0;2021-01-17;1;1434
32;0;2021-01-18;340;1774
32;0;2021-01-19;342;2116
32;0;2021-01-20;357;2473
32;0;2021-01-21;580;3053
32;0;2021-01-22;370;3423
32;0;2021-01-23;189;3612
32;0;2021-01-24;3;3615
32;0;2021-01-25;455;4070
32;0;2021-01-26;595;4665
32;0;2021-01-27;682;5347
32;1;2021-01-06;2;2
32;1;2021-01-07;48;50
32;1;2021-01-08;32;82
32;1;2021-01-09;1;83
32;1;2021-01-11;4;87
32;1;2021-01-12;38;125
32;1;2021-01-13;80;205
32;1;2021-01-14;119;324
32;1;2021-01-15;152;476
32;1;2021-01-16;3;479
32;1;2021-01-18;147;626
32;1;2021-01-19;134;760
32;1;2021-01-20;117;877
32;1;2021-01-21;208;1085
32;1;2021-01-22;142;1227
32;1;2021-01-23;97;1324
32;1;2021-01-24;1;1325
32;1;2021-01-25;187;1512
32;1;2021-01-26;227;1739
32;1;2021-01-27;256;1995
32;2;2021-01-04;2;2
32;2;2021-01-05;1;3
32;2;2021-01-07;91;94
32;2;2021-01-08;37;131
32;2;2021-01-09;4;135
32;2;2021-01-11;3;138
32;2;2021-01-12;56;194
32;2;2021-01-13;229;423
32;2;2021-01-14;261;684
32;2;2021-01-15;256;940
32;2;2021-01-16;13;953
32;2;2021-01-17;1;954
32;2;2021-01-18;193;1147
32;2;2021-01-19;208;1355
32;2;2021-01-20;239;1594
32;2;2021-01-21;372;1966
32;2;2021-01-22;228;2194
32;2;2021-01-23;92;2286
32;2;2021-01-24;2;2288
32;2;2021-01-25;268;2556
32;2;2021-01-26;367;2923
32;2;2021-01-27;426;3349
33;0;2021-01-04;1;1
33;0;2021-01-06;119;120
33;0;2021-01-07;1236;1356
33;0;2021-01-08;1156;2512
33;0;2021-01-09;292;2804
33;0;2021-01-10;227;3031
33;0;2021-01-11;556;3587
33;0;2021-01-12;1340;4927
33;0;2021-01-13;1203;6130
33;0;2021-01-14;1163;7293
33;0;2021-01-15;1447;8740
33;0;2021-01-16;557;9297
33;0;2021-01-17;387;9684
33;0;2021-01-18;1096;10780
33;0;2021-01-19;2800;13580
33;0;2021-01-20;3148;16728
33;0;2021-01-21;2677;19405
33;0;2021-01-22;2236;21641
33;0;2021-01-23;832;22473
33;0;2021-01-24;499;22972
33;0;2021-01-25;2111;25083
33;0;2021-01-26;1908;26991
33;0;2021-01-27;2036;29027
33;1;2021-01-04;1;1
33;1;2021-01-06;67;68
33;1;2021-01-07;492;560
33;1;2021-01-08;448;1008
33;1;2021-01-09;130;1138
33;1;2021-01-10;121;1259
33;1;2021-01-11;223;1482
33;1;2021-01-12;456;1938
33;1;2021-01-13;441;2379
33;1;2021-01-14;438;2817
33;1;2021-01-15;503;3320
33;1;2021-01-16;233;3553
33;1;2021-01-17;159;3712
33;1;2021-01-18;407;4119
33;1;2021-01-19;1100;5219
33;1;2021-01-20;1297;6516
33;1;2021-01-21;1138;7654
33;1;2021-01-22;975;8629
33;1;2021-01-23;378;9007
33;1;2021-01-24;227;9234
33;1;2021-01-25;973;10207
33;1;2021-01-26;820;11027
33;1;2021-01-27;881;11908
33;2;2021-01-06;52;52
33;2;2021-01-07;744;796
33;2;2021-01-08;708;1504
33;2;2021-01-09;162;1666
33;2;2021-01-10;105;1771
33;2;2021-01-11;333;2104
33;2;2021-01-12;884;2988
33;2;2021-01-13;762;3750
33;2;2021-01-14;725;4475
33;2;2021-01-15;944;5419
33;2;2021-01-16;324;5743
33;2;2021-01-17;228;5971
33;2;2021-01-18;689;6660
33;2;2021-01-19;1700;8360
33;2;2021-01-20;1850;10210
33;2;2021-01-21;1539;11749
33;2;2021-01-22;1261;13010
33;2;2021-01-23;454;13464
33;2;2021-01-24;272;13736
33;2;2021-01-25;1138;14874
33;2;2021-01-26;1088;15962
33;2;2021-01-27;1155;17117
34;0;2021-01-04;21;21
34;0;2021-01-05;104;125
34;0;2021-01-06;187;312
34;0;2021-01-07;360;672
34;0;2021-01-08;554;1226
34;0;2021-01-09;221;1447
34;0;2021-01-10;44;1491
34;0;2021-01-11;538;2029
34;0;2021-01-12;898;2927
34;0;2021-01-13;1022;3949
34;0;2021-01-14;1696;5645
34;0;2021-01-15;1232;6877
34;0;2021-01-16;283;7160
34;0;2021-01-17;227;7387
34;0;2021-01-18;1050;8437
34;0;2021-01-19;1536;9973
34;0;2021-01-20;1913;11886
34;0;2021-01-21;3774;15660
34;0;2021-01-22;2351;18011
34;0;2021-01-23;579;18590
34;0;2021-01-24;2;18592
34;0;2021-01-25;1211;19803
34;0;2021-01-26;1386;21189
34;0;2021-01-27;1349;22538
34;1;2021-01-04;10;10
34;1;2021-01-05;56;66
34;1;2021-01-06;88;154
34;1;2021-01-07;158;312
34;1;2021-01-08;226;538
34;1;2021-01-09;115;653
34;1;2021-01-10;20;673
34;1;2021-01-11;212;885
34;1;2021-01-12;372;1257
34;1;2021-01-13;418;1675
34;1;2021-01-14;604;2279
34;1;2021-01-15;427;2706
34;1;2021-01-16;126;2832
34;1;2021-01-17;74;2906
34;1;2021-01-18;462;3368
34;1;2021-01-19;688;4056
34;1;2021-01-20;795;4851
34;1;2021-01-21;1366;6217
34;1;2021-01-22;975;7192
34;1;2021-01-23;314;7506
34;1;2021-01-25;570;8076
34;1;2021-01-26;689;8765
34;1;2021-01-27;625;9390
34;2;2021-01-04;11;11
34;2;2021-01-05;48;59
34;2;2021-01-06;99;158
34;2;2021-01-07;202;360
34;2;2021-01-08;327;687
34;2;2021-01-09;106;793
34;2;2021-01-10;24;817
34;2;2021-01-11;326;1143
34;2;2021-01-12;526;1669
34;2;2021-01-13;604;2273
34;2;2021-01-14;1092;3365
34;2;2021-01-15;805;4170
34;2;2021-01-16;157;4327
34;2;2021-01-17;153;4480
34;2;2021-01-18;588;5068
34;2;2021-01-19;848;5916
34;2;2021-01-20;1118;7034
34;2;2021-01-21;2408;9442
34;2;2021-01-22;1376;10818
34;2;2021-01-23;265;11083
34;2;2021-01-24;2;11085
34;2;2021-01-25;641;11726
34;2;2021-01-26;697;12423
34;2;2021-01-27;724;13147
35;0;2021-01-04;7;7
35;0;2021-01-05;106;113
35;0;2021-01-06;172;285
35;0;2021-01-07;432;717
35;0;2021-01-08;505;1222
35;0;2021-01-09;31;1253
35;0;2021-01-11;501;1754
35;0;2021-01-12;775;2529
35;0;2021-01-13;837;3366
35;0;2021-01-14;1198;4564
35;0;2021-01-15;691;5255
35;0;2021-01-16;185;5440
35;0;2021-01-17;42;5482
35;0;2021-01-18;1173;6655
35;0;2021-01-19;5036;11691
35;0;2021-01-20;3034;14725
35;0;2021-01-21;3379;18104
35;0;2021-01-22;2011;20115
35;0;2021-01-23;417;20532
35;0;2021-01-24;47;20579
35;0;2021-01-25;908;21487
35;0;2021-01-26;1070;22557
35;0;2021-01-27;989;23546
35;1;2021-01-04;3;3
35;1;2021-01-05;50;53
35;1;2021-01-06;78;131
35;1;2021-01-07;180;311
35;1;2021-01-08;195;506
35;1;2021-01-09;16;522
35;1;2021-01-11;165;687
35;1;2021-01-12;271;958
35;1;2021-01-13;282;1240
35;1;2021-01-14;404;1644
35;1;2021-01-15;281;1925
35;1;2021-01-16;51;1976
35;1;2021-01-17;25;2001
35;1;2021-01-18;462;2463
35;1;2021-01-19;1469;3932
35;1;2021-01-20;1012;4944
35;1;2021-01-21;1105;6049
35;1;2021-01-22;736;6785
35;1;2021-01-23;179;6964
35;1;2021-01-24;19;6983
35;1;2021-01-25;386;7369
35;1;2021-01-26;422;7791
35;1;2021-01-27;374;8165
35;2;2021-01-04;4;4
35;2;2021-01-05;56;60
35;2;2021-01-06;94;154
35;2;2021-01-07;252;406
35;2;2021-01-08;310;716
35;2;2021-01-09;15;731
35;2;2021-01-11;336;1067
35;2;2021-01-12;504;1571
35;2;2021-01-13;555;2126
35;2;2021-01-14;794;2920
35;2;2021-01-15;410;3330
35;2;2021-01-16;134;3464
35;2;2021-01-17;17;3481
35;2;2021-01-18;710;4191
35;2;2021-01-19;3567;7758
35;2;2021-01-20;2020;9778
35;2;2021-01-21;2274;12052
35;2;2021-01-22;1275;13327
35;2;2021-01-23;238;13565
35;2;2021-01-24;28;13593
35;2;2021-01-25;522;14115
35;2;2021-01-26;645;14760
35;2;2021-01-27;615;15375
36;0;2021-01-06;22;22
36;0;2021-01-07;50;72
36;0;2021-01-08;111;183
36;0;2021-01-09;79;262
36;0;2021-01-10;140;402
36;0;2021-01-11;237;639
36;0;2021-01-12;278;917
36;0;2021-01-13;193;1110
36;0;2021-01-14;500;1610
36;0;2021-01-15;178;1788
36;0;2021-01-16;24;1812
36;0;2021-01-17;16;1828
36;0;2021-01-18;607;2435
36;0;2021-01-19;1051;3486
36;0;2021-01-20;1030;4516
36;0;2021-01-21;684;5200
36;0;2021-01-22;807;6007
36;0;2021-01-23;259;6266
36;0;2021-01-24;185;6451
36;0;2021-01-25;596;7047
36;0;2021-01-26;607;7654
36;0;2021-01-27;758;8412
36;1;2021-01-06;15;15
36;1;2021-01-07;27;42
36;1;2021-01-08;56;98
36;1;2021-01-09;57;155
36;1;2021-01-10;84;239
36;1;2021-01-11;73;312
36;1;2021-01-12;79;391
36;1;2021-01-13;61;452
36;1;2021-01-14;169;621
36;1;2021-01-15;60;681
36;1;2021-01-16;10;691
36;1;2021-01-17;8;699
36;1;2021-01-18;247;946
36;1;2021-01-19;348;1294
36;1;2021-01-20;387;1681
36;1;2021-01-21;250;1931
36;1;2021-01-22;327;2258
36;1;2021-01-23;116;2374
36;1;2021-01-24;86;2460
36;1;2021-01-25;277;2737
36;1;2021-01-26;261;2998
36;1;2021-01-27;329;3327
36;2;2021-01-06;7;7
36;2;2021-01-07;23;30
36;2;2021-01-08;55;85
36;2;2021-01-09;22;107
36;2;2021-01-10;56;163
36;2;2021-01-11;164;327
36;2;2021-01-12;199;526
36;2;2021-01-13;132;658
36;2;2021-01-14;331;989
36;2;2021-01-15;118;1107
36;2;2021-01-16;14;1121
36;2;2021-01-17;8;1129
36;2;2021-01-18;359;1488
36;2;2021-01-19;703;2191
36;2;2021-01-20;643;2834
36;2;2021-01-21;434;3268
36;2;2021-01-22;480;3748
36;2;2021-01-23;143;3891
36;2;2021-01-24;99;3990
36;2;2021-01-25;319;4309
36;2;2021-01-26;346;4655
36;2;2021-01-27;429;5084
37;0;2020-12-28;7;7
37;0;2020-12-29;7;14
37;0;2021-01-04;1;15
37;0;2021-01-05;47;62
37;0;2021-01-06;62;124
37;0;2021-01-07;104;228
37;0;2021-01-08;416;644
37;0;2021-01-09;77;721
37;0;2021-01-10;83;804
37;0;2021-01-11;270;1074
37;0;2021-01-12;645;1719
37;0;2021-01-13;483;2202
37;0;2021-01-14;453;2655
37;0;2021-01-15;590;3245
37;0;2021-01-16;294;3539
37;0;2021-01-17;251;3790
37;0;2021-01-18;724;4514
37;0;2021-01-19;1182;5696
37;0;2021-01-20;1002;6698
37;0;2021-01-21;832;7530
37;0;2021-01-22;754;8284
37;0;2021-01-23;172;8456
37;0;2021-01-25;483;8939
37;0;2021-01-26;1551;10490
37;0;2021-01-27;1357;11847
37;1;2020-12-28;3;3
37;1;2020-12-29;2;5
37;1;2021-01-05;22;27
37;1;2021-01-06;30;57
37;1;2021-01-07;47;104
37;1;2021-01-08;134;238
37;1;2021-01-09;40;278
37;1;2021-01-10;41;319
37;1;2021-01-11;94;413
37;1;2021-01-12;233;646
37;1;2021-01-13;162;808
37;1;2021-01-14;175;983
37;1;2021-01-15;150;1133
37;1;2021-01-16;113;1246
37;1;2021-01-17;87;1333
37;1;2021-01-18;249;1582
37;1;2021-01-19;408;1990
37;1;2021-01-20;355;2345
37;1;2021-01-21;330;2675
37;1;2021-01-22;296;2971
37;1;2021-01-23;77;3048
37;1;2021-01-25;212;3260
37;1;2021-01-26;517;3777
37;1;2021-01-27;489;4266
37;2;2020-12-28;4;4
37;2;2020-12-29;5;9
37;2;2021-01-04;1;10
37;2;2021-01-05;25;35
37;2;2021-01-06;32;67
37;2;2021-01-07;57;124
37;2;2021-01-08;282;406
37;2;2021-01-09;37;443
37;2;2021-01-10;42;485
37;2;2021-01-11;175;660
37;2;2021-01-12;412;1072
37;2;2021-01-13;321;1393
37;2;2021-01-14;278;1671
37;2;2021-01-15;440;2111
37;2;2021-01-16;181;2292
37;2;2021-01-17;163;2455
37;2;2021-01-18;475;2930
37;2;2021-01-19;774;3704
37;2;2021-01-20;647;4351
37;2;2021-01-21;502;4853
37;2;2021-01-22;458;5311
37;2;2021-01-23;95;5406
37;2;2021-01-25;270;5676
37;2;2021-01-26;1034;6710
37;2;2021-01-27;868;7578
38;0;2020-12-31;5;5
38;0;2021-01-04;162;167
38;0;2021-01-05;252;419
38;0;2021-01-06;364;783
38;0;2021-01-07;607;1390
38;0;2021-01-08;634;2024
38;0;2021-01-09;1;2025
38;0;2021-01-11;665;2690
38;0;2021-01-12;1183;3873
38;0;2021-01-13;955;4828
38;0;2021-01-14;1398;6226
38;0;2021-01-15;1196;7422
38;0;2021-01-16;302;7724
38;0;2021-01-17;3;7727
38;0;2021-01-18;1067;8794
38;0;2021-01-19;1897;10691
38;0;2021-01-20;1609;12300
38;0;2021-01-21;1264;13564
38;0;2021-01-22;1123;14687
38;0;2021-01-23;377;15064
38;0;2021-01-24;1;15065
38;0;2021-01-25;759;15824
38;0;2021-01-26;725;16549
38;0;2021-01-27;932;17481
38;1;2021-01-04;72;72
38;1;2021-01-05;106;178
38;1;2021-01-06;164;342
38;1;2021-01-07;253;595
38;1;2021-01-08;231;826
38;1;2021-01-09;1;827
38;1;2021-01-11;233;1060
38;1;2021-01-12;363;1423
38;1;2021-01-13;331;1754
38;1;2021-01-14;461;2215
38;1;2021-01-15;382;2597
38;1;2021-01-16;115;2712
38;1;2021-01-18;451;3163
38;1;2021-01-19;663;3826
38;1;2021-01-20;578;4404
38;1;2021-01-21;484;4888
38;1;2021-01-22;467;5355
38;1;2021-01-23;160;5515
38;1;2021-01-25;353;5868
38;1;2021-01-26;359;6227
38;1;2021-01-27;389;6616
38;2;2020-12-31;5;5
38;2;2021-01-04;90;95
38;2;2021-01-05;146;241
38;2;2021-01-06;200;441
38;2;2021-01-07;354;795
38;2;2021-01-08;403;1198
38;2;2021-01-11;432;1630
38;2;2021-01-12;820;2450
38;2;2021-01-13;624;3074
38;2;2021-01-14;937;4011
38;2;2021-01-15;814;4825
38;2;2021-01-16;186;5011
38;2;2021-01-17;3;5014
38;2;2021-01-18;616;5630
38;2;2021-01-19;1232;6862
38;2;2021-01-20;1031;7893
38;2;2021-01-21;780;8673
38;2;2021-01-22;655;9328
38;2;2021-01-23;217;9545
38;2;2021-01-24;1;9546
38;2;2021-01-25;406;9952
38;2;2021-01-26;366;10318
38;2;2021-01-27;543;10861
39;0;2021-01-04;1;1
39;0;2021-01-05;1;2
39;0;2021-01-06;15;17
39;0;2021-01-07;297;314
39;0;2021-01-08;560;874
39;0;2021-01-09;169;1043
39;0;2021-01-10;1;1044
39;0;2021-01-11;395;1439
39;0;2021-01-12;420;1859
39;0;2021-01-13;369;2228
39;0;2021-01-14;520;2748
39;0;2021-01-15;414;3162
39;0;2021-01-16;140;3302
39;0;2021-01-18;896;4198
39;0;2021-01-19;1159;5357
39;0;2021-01-20;871;6228
39;0;2021-01-21;1147;7375
39;0;2021-01-22;945;8320
39;0;2021-01-23;379;8699
39;0;2021-01-25;623;9322
39;0;2021-01-26;1021;10343
39;0;2021-01-27;850;11193
39;1;2021-01-06;3;3
39;1;2021-01-07;116;119
39;1;2021-01-08;185;304
39;1;2021-01-09;47;351
39;1;2021-01-11;163;514
39;1;2021-01-12;128;642
39;1;2021-01-13;163;805
39;1;2021-01-14;165;970
39;1;2021-01-15;128;1098
39;1;2021-01-16;61;1159
39;1;2021-01-18;435;1594
39;1;2021-01-19;494;2088
39;1;2021-01-20;411;2499
39;1;2021-01-21;420;2919
39;1;2021-01-22;376;3295
39;1;2021-01-23;164;3459
39;1;2021-01-25;274;3733
39;1;2021-01-26;414;4147
39;1;2021-01-27;379;4526
39;2;2021-01-04;1;1
39;2;2021-01-05;1;2
39;2;2021-01-06;12;14
39;2;2021-01-07;181;195
39;2;2021-01-08;375;570
39;2;2021-01-09;122;692
39;2;2021-01-10;1;693
39;2;2021-01-11;232;925
39;2;2021-01-12;292;1217
39;2;2021-01-13;206;1423
39;2;2021-01-14;355;1778
39;2;2021-01-15;286;2064
39;2;2021-01-16;79;2143
39;2;2021-01-18;460;2603
39;2;2021-01-19;665;3268
39;2;2021-01-20;460;3728
39;2;2021-01-21;726;4454
39;2;2021-01-22;569;5023
39;2;2021-01-23;215;5238
39;2;2021-01-25;349;5587
39;2;2021-01-26;607;6194
39;2;2021-01-27;471;6665
40;0;2021-01-06;1;1
40;0;2021-01-07;157;158
40;0;2021-01-08;389;547
40;0;2021-01-11;109;656
40;0;2021-01-13;674;1330
40;0;2021-01-14;886;2216
40;0;2021-01-15;590;2806
40;0;2021-01-16;157;2963
40;0;2021-01-17;0;2963
40;0;2021-01-18;399;3362
40;0;2021-01-19;1183;4545
40;0;2021-01-20;848;5393
40;0;2021-01-21;1139;6532
40;0;2021-01-22;761;7293
40;0;2021-01-23;264;7557
40;0;2021-01-24;1;7558
40;0;2021-01-25;381;7939
40;0;2021-01-26;734;8673
40;0;2021-01-27;1042;9715
40;1;2021-01-06;1;1
40;1;2021-01-07;60;61
40;1;2021-01-08;111;172
40;1;2021-01-11;46;218
40;1;2021-01-13;262;480
40;1;2021-01-14;305;785
40;1;2021-01-15;209;994
40;1;2021-01-16;76;1070
40;1;2021-01-17;0;1070
40;1;2021-01-18;121;1191
40;1;2021-01-19;389;1580
40;1;2021-01-20;304;1884
40;1;2021-01-21;428;2312
40;1;2021-01-22;327;2639
40;1;2021-01-23;110;2749
40;1;2021-01-25;192;2941
40;1;2021-01-26;276;3217
40;1;2021-01-27;393;3610
40;2;2021-01-07;97;97
40;2;2021-01-08;278;375
40;2;2021-01-11;63;438
40;2;2021-01-13;412;850
40;2;2021-01-14;581;1431
40;2;2021-01-15;381;1812
40;2;2021-01-16;81;1893
40;2;2021-01-18;278;2171
40;2;2021-01-19;794;2965
40;2;2021-01-20;544;3509
40;2;2021-01-21;711;4220
40;2;2021-01-22;433;4653
40;2;2021-01-23;154;4807
40;2;2021-01-24;1;4808
40;2;2021-01-25;189;4997
40;2;2021-01-26;458;5455
40;2;2021-01-27;649;6104
41;0;2021-01-05;35;35
41;0;2021-01-06;72;107
41;0;2021-01-07;21;128
41;0;2021-01-08;1;129
41;0;2021-01-11;133;262
41;0;2021-01-12;315;577
41;0;2021-01-13;265;842
41;0;2021-01-14;280;1122
41;0;2021-01-15;175;1297
41;0;2021-01-18;394;1691
41;0;2021-01-19;779;2470
41;0;2021-01-20;961;3431
41;0;2021-01-21;1518;4949
41;0;2021-01-22;793;5742
41;0;2021-01-23;92;5834
41;0;2021-01-25;413;6247
41;0;2021-01-26;437;6684
41;0;2021-01-27;415;7099
41;1;2021-01-05;11;11
41;1;2021-01-06;19;30
41;1;2021-01-07;8;38
41;1;2021-01-11;48;86
41;1;2021-01-12;111;197
41;1;2021-01-13;90;287
41;1;2021-01-14;104;391
41;1;2021-01-15;70;461
41;1;2021-01-18;157;618
41;1;2021-01-19;254;872
41;1;2021-01-20;280;1152
41;1;2021-01-21;443;1595
41;1;2021-01-22;322;1917
41;1;2021-01-23;46;1963
41;1;2021-01-25;170;2133
41;1;2021-01-26;186;2319
41;1;2021-01-27;173;2492
41;2;2021-01-05;24;24
41;2;2021-01-06;53;77
41;2;2021-01-07;13;90
41;2;2021-01-08;1;91
41;2;2021-01-11;85;176
41;2;2021-01-12;204;380
41;2;2021-01-13;175;555
41;2;2021-01-14;176;731
41;2;2021-01-15;105;836
41;2;2021-01-18;237;1073
41;2;2021-01-19;525;1598
41;2;2021-01-20;681;2279
41;2;2021-01-21;1075;3354
41;2;2021-01-22;471;3825
41;2;2021-01-23;46;3871
41;2;2021-01-25;243;4114
41;2;2021-01-26;250;4364
41;2;2021-01-27;242;4606
42;0;2021-01-06;178;178
